postal_code,Latitude,Longitude,Borough,Neighbourhood,total_population,average_income_women,average_age_women,women_20_39,population_score,target_demo_score,income_score,age_score,pct_target,pct_target_score,total_score,rank
M9V,43.7394164,-79.5884369,Etobicoke,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",53878.0,34840.0,40.2,7975.0,0.7050492696418396,0.36846153846153845,0.03421900161030596,0.6190476190476188,0.14801959983666801,0.22781906811036487,0.39091929937433356,18.0
M4P,43.7127511,-79.3901975,Central Toronto,Davisville North,25057.0,62500.0,41.4,5605.0,0.30448499673388835,0.2469230769230769,0.31260064412238325,0.5374149659863946,0.22368998683002753,0.534313368929563,0.38714741053906127,19.0
M4S,43.7043244,-79.3887901,Central Toronto,Davisville,30754.0,67900.0,42.3,6085.0,0.38366388236438687,0.27153846153846156,0.3669484702093398,0.4761904761904763,0.19786044091825453,0.4296937293418738,0.3856070039289076,20.0
M4C,43.6953439,-79.3183887,East York,Woodbine Heights,46440.0,50480.0,41.2,6475.0,0.6016733610373727,0.2915384615384615,0.19162640901771336,0.551020408163265,0.13942721791559,0.19301660186285607,0.3657750483239337,21.0
M4M,43.6595255,-79.340923,East Toronto,Studio District,25052.0,66900.0,40.6,4420.0,0.3044155049964559,0.18615384615384614,0.35688405797101447,0.5918367346938774,0.17643301931981478,0.34290439388164545,0.3564389075393679,22.0
M4L,43.6689985,-79.3155716,East Toronto,"India Bazaar, The Beaches West",32218.0,68300.0,40.7,4390.0,0.4040110630845992,0.18461538461538463,0.37097423510466987,0.5850340136054419,0.136259233968589,0.18018504300050048,0.34496394788211926,23.0
M1K,43.7279292,-79.2620294,Scarborough,"Kennedy Park, Ionview, East Birchmount Park",48175.0,38320.0,41.8,6775.0,0.6257869939264221,0.3069230769230769,0.06924315619967794,0.5102040816326532,0.14063310845874416,0.1979009244304273,0.3420116466224515,24.0
M5R,43.6727097,-79.4056784,Central Toronto,"The Annex, North Midtown, Yorkville",26197.0,84200.0,46.2,5030.0,0.3203291128684799,0.21743589743589745,0.5309983896940419,0.21088435374149628,0.19200671832652594,0.4059838913956394,0.33712632902711104,25.0
M6R,43.6489597,-79.456325,West Toronto,"Parkdale, Roncesvalles",19349.0,72500.0,40.5,3280.0,0.22515322928103848,0.1276923076923077,0.4132447665056361,0.5986394557823129,0.1695178045377022,0.31489510248150804,0.33592497234856067,26.0
M6S,43.6515706,-79.4844499,West Toronto,"Runnymede, Swansea",34029.0,72200.0,42.3,4395.0,0.4291809703826215,0.18487179487179486,0.4102254428341385,0.4761904761904763,0.12915454465309,0.1514083065410638,0.33037539816401895,27.0
M5C,43.6514939,-79.3754179,Downtown Toronto,St. James Town,3149.0,69400.0,40.2,790.0,0.0,0.0,0.3820450885668277,0.6190476190476188,0.2508732931089235,0.6444162609979687,0.32910179372248305,28.0
M6G,43.669542,-79.4225637,Downtown Toronto,Christie,30600.0,63850.0,44.2,5445.0,0.38152353685146834,0.2387179487179487,0.3261876006441224,0.3469387755102038,0.17794117647058824,0.3490130129837567,0.3284761749415,29.0
M3H,43.7543283,-79.4422593,North York,"Bathurst Manor, Wilson Heights, Downsview North",38416.0,54400.0,42.3,5450.0,0.4901530208058262,0.23897435897435898,0.23107890499194847,0.4761904761904763,0.1418679716784673,0.20290259753102344,0.32785987169872666,30.0
M9W,43.7067483,-79.5940544,Etobicoke Northwest,"Clairville, Humberwood, Woodbine Downs, West Humber, Kipling Heights, Rexdale, Elms, Tandridge, Old Rexdale",40977.0,39480.0,41.8,6185.0,0.5257466887187113,0.27666666666666667,0.08091787439613526,0.5102040816326532,0.15093833125899894,0.23964105795488416,0.32663527387381014,31.0
M6M,43.6911158,-79.4760133,York,"Del Ray, Mount Dennis, Keelsdale and Silverthorn",42148.0,38480.0,41.6,6130.0,0.5420216536253839,0.27384615384615385,0.07085346215780998,0.5238095238095237,0.14543987852329884,0.21737020017582062,0.3255801987229385,32.0
M1P,43.7574096,-79.273304,Scarborough,"Dorset Park, Wexford Heights, Scarborough Town Centre",45170.0,38040.0,42.9,6705.0,0.5840224597295381,0.30333333333333334,0.06642512077294686,0.435374149659864,0.14843922957715297,0.22951873067353062,0.3237347588338426,33.0
M3N,43.7616313,-79.5209994,North York,Downsview Northwest,40846.0,33120.0,40.3,5825.0,0.5239260051979819,0.2582051282051282,0.016908212560386472,0.6122448979591839,0.14260882338539882,0.20590333315494214,0.32343751541552457,34.0
M1E,43.7635726,-79.1887115,Scarborough,"Guildwood, Morningside, West Hill",48033.0,42320.0,43.1,6335.0,0.6238134285833414,0.28435897435897434,0.10950080515297907,0.421768707482993,0.13188849332750402,0.1624818548699977,0.3203847540896571,35.0
M1J,43.7447342,-79.2394761,Scarborough,Scarborough Village,37002.0,37960.0,40.5,5355.0,0.470500757459938,0.2341025641025641,0.06561996779388084,0.5986394557823129,0.14472190692395007,0.2144621378268101,0.3166649765931012,36.0
M4W,43.6795626,-79.3775294,Downtown Toronto,Rosedale,15296.0,109500.0,45.8,2525.0,0.1688232269183194,0.08897435897435897,0.7856280193236715,0.23809523809523814,0.16507583682008367,0.296903417174118,0.3156848520971412,37.0
M6N,43.6731853,-79.4872619,York,"Runnymede, The Junction North",40252.0,42080.0,42.4,5810.0,0.5156703867910105,0.25743589743589745,0.107085346215781,0.4693877551020409,0.14434065388055253,0.21291791571279375,0.31249946025150477,38.0
M1L,43.7111117,-79.2845772,Scarborough,"Golden Mile, Clairlea, Oakridge",35833.0,41720.0,40.6,4975.0,0.4542535892482384,0.21461538461538462,0.1034621578099839,0.5918367346938774,0.13883850082326346,0.1906320702017616,0.3109599873138492,39.0
M9A,43.6678556,-79.5322424,Etobicoke,Islington Avenue,36642.0,66100.0,45.1,5205.0,0.46549735236480383,0.22641025641025642,0.34883252818035426,0.2857142857142855,0.14205010643523824,0.20364031365947782,0.30601894726583556,40.0
M5M,43.7332825,-79.4197497,North York,"Bedford Park, Lawrence Manor East",25495.0,90400.0,41.9,2535.0,0.31057247293296825,0.08948717948717949,0.5933977455716586,0.5034013605442178,0.09943126103157482,0.0310175249738111,0.30557525670196706,41.0
M4J,43.685347,-79.3381065,East York East Toronto,The Danforth East,35128.0,58500.0,42.5,4480.0,0.4444552542702673,0.18923076923076923,0.2723429951690821,0.4625850340136054,0.1275335914370303,0.14484281979840385,0.30269137449642564,42.0
M6E,43.6890256,-79.453512,York,Caledonia-Fairbanks,37684.0,43720.0,43.2,5625.0,0.47997943044572,0.24794871794871795,0.12359098228663445,0.4149659863945575,0.14926759367370768,0.23287392528380188,0.2998718084718864,43.0
M3J,43.7679803,-79.4872619,North York,"Northwood Park, York University",26600.0,37360.0,40.7,4590.0,0.32593014690553296,0.19487179487179487,0.05958132045088567,0.5850340136054419,0.1725563909774436,0.3272025514497413,0.29852396545667936,44.0
M6C,43.6937813,-79.4281914,York,Humewood-Cedarvale,23997.0,66800.0,42.7,3640.0,0.28975274839821547,0.14615384615384616,0.355877616747182,0.4489795918367344,0.15168562737008792,0.24266789590528637,0.29668633980825293,45.0
M9B,43.6509432,-79.5547244,Etobicoke,"West Deane Park, Princess Gardens, Martin Grove, Islington, Cloverdale",33236.0,59400.0,43.1,4450.0,0.4181595808258398,0.18769230769230769,0.28140096618357485,0.421768707482993,0.13389096160789504,0.1705926250126815,0.29592283743947945,46.0
M3C,43.7258997,-79.340923,North York,Don Mills South ,39616.0,43760.0,43.5,5630.0,0.5068310377896068,0.24820512820512822,0.12399355877616747,0.3945578231292516,0.1421142972536349,0.2039003112726157,0.29549757183455394,47.0
M4E,43.6763574,-79.2930312,East Toronto,The Beaches,25473.0,74200.0,41.8,3025.0,0.3102667092882656,0.11461538461538462,0.4303542673107891,0.5102040816326532,0.11875318965178817,0.10927880046392378,0.29494384866220325,48.0
M1G,43.7709921,-79.2169174,Scarborough,Woburn,30894.0,35720.0,40.3,4595.0,0.3856096510124946,0.19512820512820514,0.0430756843800322,0.6122448979591839,0.14873438208066292,0.23071421233805886,0.2933545301635949,49.0
M5T,43.6532057,-79.4000493,Downtown Toronto,"Kensington Market, Chinatown, Grange Park",17903.0,43800.0,43.1,4050.0,0.20505621881558284,0.1671794871794872,0.12439613526570048,0.421768707482993,0.22621906942970452,0.5445571305105633,0.2925915358508654,50.0
M3A,43.7532586,-79.3296565,North York,Parkwoods,34361.0,48600.0,42.6,4755.0,0.4337952217481342,0.20333333333333334,0.17270531400966183,0.4557823129251699,0.1383836326067344,0.1887896781970506,0.29088117204266994,51.0
M4K,43.6795571,-79.352188,East Toronto,"The Danforth West, Riverdale",30913.0,67200.0,43.9,4125.0,0.3858737196147378,0.17102564102564102,0.35990338164251207,0.36734693877551017,0.13343900624332805,0.1687620311837296,0.2905823424484261,52.0
M4V,43.6864123,-79.4000493,Central Toronto,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",19273.0,95900.0,47.4,3155.0,0.2240969548720657,0.12128205128205129,0.6487520128824477,0.12925170068027203,0.16370051367197633,0.2913328271001355,0.28294310936339445,53.0
M8Y,43.6362579,-79.4985091,Etobicoke,"Old Mill South, King's Mill Park, Sunnylea, Humber Bay, Mimico NE, The Queensway East, Royal York South East, Kingsway Park South East",21986.0,60950.0,42.2,3320.0,0.2618031716028964,0.12974358974358974,0.29700080515297905,0.4829931972789113,0.15100518511780223,0.2399118419104727,0.28229052113776987,54.0
M4T,43.6895743,-79.3831599,Central Toronto,"Moore Park, Summerhill East",10332.0,130800.0,47.4,1330.0,0.09983182999541354,0.027692307692307693,1.0,0.12925170068027203,0.12872628726287264,0.14967369866338973,0.28128990740627663,55.0
M5P,43.6969476,-79.4113072,Central Toronto,Forest Hill North & West,19791.0,84200.0,45.5,3110.0,0.23129629887006434,0.11897435897435897,0.5309983896940419,0.25850340136054406,0.15714213531403162,0.26476886107334063,0.28090826199446994,56.0
M2K,43.7869473,-79.385975,North York,Bayview Village,25377.0,55050.0,45.2,4625.0,0.3089324679295632,0.19666666666666666,0.2376207729468599,0.27891156462585,0.18225164519052686,0.3664720765489602,0.27772070974358,57.0
M4R,43.7153834,-79.4056784,Central Toronto,North Toronto West,11909.0,82600.0,42.1,1700.0,0.12174952398159859,0.04666666666666667,0.5148953301127214,0.4897959183673468,0.14274918129146025,0.2064718368985072,0.27591585520536815,58.0
M9M,43.7247659,-79.5322424,North York,"Humberlea, Emery",24245.0,37880.0,40.0,3635.0,0.29319953857486347,0.1458974358974359,0.06481481481481481,0.6326530612244898,0.14992782016910702,0.2355480976533378,0.2744225896329884,59.0
M1V,43.8152522,-79.2845772,Scarborough,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",50825.0,35720.0,45.9,6455.0,0.6626176147656043,0.2905128205128205,0.0430756843800322,0.23129251700680264,0.12700442695523856,0.14269949921674294,0.2740396271764005,60.0
M4H,43.7053689,-79.3493719,East York,Thorncliffe Park,18698.0,31440.0,37.0,2625.0,0.2161054050673375,0.0941025641025641,0.0,0.8367346938775511,0.14038934645416623,0.19691359414009912,0.26877125143751035,61.0
M6A,43.718518,-79.4647633,North York,"Lawrence Manor, Lawrence Heights",22380.0,45160.0,41.6,3555.0,0.2672791205125711,0.1417948717948718,0.13808373590982287,0.5238095238095237,0.15884718498659517,0.2716749709535535,0.2685284445960686,62.0
M4G,43.7090604,-79.3634517,East York,Leaside,19598.0,94300.0,44.1,2065.0,0.22861391780517296,0.06538461538461539,0.6326489533011272,0.3537414965986393,0.10536789468313093,0.05506318474310882,0.2670904335665327,63.0
M9N,43.706876,-79.5181884,York,Weston,26059.0,40960.0,41.4,3795.0,0.31841114091534517,0.1541025641025641,0.09581320450885668,0.5374149659863946,0.14563106796116504,0.21814459126077645,0.26477729335478745,64.0
M4X,43.667967,-79.3676753,Downtown Toronto,"St. James Town, Cabbagetown",19896.0,43960.0,41.3,3210.0,0.23275562535614516,0.12410256410256411,0.12600644122383253,0.5442176870748301,0.16133896260554886,0.2817676329507117,0.2617699901416167,65.0
M5N,43.7116948,-79.4169356,Central Toronto,Roselawn,16154.0,82200.0,42.9,1930.0,0.18074800906172256,0.05846153846153846,0.5108695652173914,0.435374149659864,0.11947505261854649,0.11220262435428234,0.25953117735095976,66.0
M9R,43.6889054,-79.5547244,Etobicoke,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",33783.0,43000.0,43.2,4395.0,0.42576197690094647,0.18487179487179486,0.11634460547504026,0.4149659863945575,0.13009501820442235,0.1552175877540679,0.25943239027928144,67.0
M8W,43.6024137,-79.5434841,Etobicoke,"Alderwood, Long Branch",22381.0,55150.0,42.6,3210.0,0.2672930188600575,0.12410256410256411,0.23862721417069244,0.4557823129251699,0.14342522675483668,0.20921008219964113,0.25900303845162503,68.0
M2R,43.7827364,-79.4422593,North York,Willowdale West,40581.0,42000.0,45.5,5345.0,0.5202429431140637,0.23358974358974358,0.10628019323671498,0.25850340136054406,0.13171188487223084,0.16176652239756747,0.25607656073972673,69.0
M1C,43.7845351,-79.1604971,Scarborough,"Rouge Hill, Port Union, Highland Creek",35642.0,52100.0,44.3,4170.0,0.45159900487831994,0.17333333333333334,0.20793075684380033,0.34013605442176875,0.1169968015262892,0.10216475001590387,0.2550327798986253,70.0
M1H,43.773136,-79.2394761,Scarborough,Cedarbrae,23964.0,38400.0,42.1,3785.0,0.2892941029311615,0.1535897435897436,0.07004830917874397,0.4897959183673468,0.15794525121014855,0.2680217907177832,0.2541499729569558,71.0
M9C,43.6435152,-79.5772008,Etobicoke,"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",38725.0,51450.0,46.4,4925.0,0.4944476101791497,0.21205128205128204,0.2013888888888889,0.19727891156462585,0.12717882504841835,0.14340587886877287,0.24971451431054387,72.0
M4N,43.7280205,-79.3887901,Central Toronto,Lawrence Park,16058.0,114600.0,47.1,1630.0,0.17941376770302012,0.043076923076923075,0.8369565217391305,0.14965986394557795,0.10150703699090796,0.03942521953692921,0.24970645920031617,73.0
M8Z,43.6288408,-79.5209994,Etobicoke,"Mimico NW, The Queensway West, South of Bloor, Kingsway Park South West, Royal York South West",19312.0,63400.0,42.7,2545.0,0.2246389904240386,0.09,0.321658615136876,0.4489795918367344,0.13178334714167358,0.1620559721965982,0.24946663391884946,74.0
M1R,43.7500715,-79.2958491,Scarborough,"Wexford, Maryvale",30467.0,40920.0,43.3,4125.0,0.379675056635766,0.17102564102564102,0.09541062801932366,0.40816326530612257,0.13539239176814258,0.17667399720434623,0.24618971763823994,75.0
M6B,43.709577,-79.4450726,North York,Glencairn,28534.0,51850.0,44.2,3785.0,0.3528095509443927,0.1535897435897436,0.205414653784219,0.3469387755102038,0.132648769888554,0.16556126865743728,0.24486279849719927,76.0
M3M,43.7284964,-79.4956974,North York,Downsview Central,24906.0,37720.0,42.2,3575.0,0.30238634626342925,0.1428205128205128,0.06320450885668277,0.4829931972789113,0.1435397093069943,0.20967378076355395,0.24021566919661808,77.0
M1S,43.7942003,-79.2620294,Scarborough,Agincourt,37663.0,38160.0,46.3,5380.0,0.47968756514850386,0.2353846153846154,0.06763285024154589,0.20408163265306123,0.1428457637469134,0.20686303315548044,0.23872993931664138,78.0
M1W,43.7995252,-79.3183887,Scarborough,"Steeles West, L'Amoreaux West",47070.0,39480.0,47.6,5610.0,0.6104293199538575,0.24717948717948718,0.08091787439613526,0.11564625850340116,0.11918419375398343,0.11102453358623664,0.23303949472382357,79.0
M1X,43.8361247,-79.2056361,Scarborough,Upper Rouge,14810.0,38520.0,39.9,2145.0,0.16206863003988825,0.06948717948717949,0.07125603864734299,0.6394557823129252,0.14483457123565158,0.21491847181444068,0.23143722046035536,80.0
M2M,43.789053,-79.4084928,North York,"Willowdale, Newtonbrook",31915.0,44840.0,46.8,4785.0,0.39979986379619464,0.20487179487179488,0.13486312399355876,0.17006802721088443,0.1499295002349992,0.2355549025692556,0.22903154248833768,81.0
M1N,43.692657,-79.2648481,Scarborough,"Birch Cliff, Cliffside West",22976.0,58700.0,44.2,2670.0,0.27556253561451544,0.09641025641025641,0.2743558776167472,0.3469387755102038,0.11620821727019498,0.09897067912751478,0.21844762485584754,82.0
M3L,43.7390146,-79.5069436,North York,Downsview West,19263.0,36120.0,41.8,2620.0,0.22395797139720086,0.09384615384615384,0.04710144927536232,0.5102040816326532,0.13601204381456677,0.179183827380537,0.21085869670638144,83.0
M1T,43.7816375,-79.3043021,Scarborough,"Clarks Corners, Tam O'Shanter, Sullivan",34607.0,38720.0,46.7,4510.0,0.4372142152298092,0.19076923076923077,0.07326892109500806,0.17687074829931937,0.1303204553991967,0.15613069548532704,0.2068507621757389,84.0
M4B,43.7063972,-79.309937,East York,"Parkview Hill, Woodbine Gardens",18612.0,51800.0,43.7,2365.0,0.21491014718349988,0.08076923076923077,0.20491143317230273,0.3809523809523807,0.12706855791962174,0.14295925439800306,0.20490048929508345,85.0
M3K,43.7374732,-79.4647633,North York,Downsview East ,7865.0,45320.0,41.7,1215.0,0.06554460674625787,0.021794871794871794,0.13969404186795492,0.5170068027210881,0.15448188175460903,0.25399380643051767,0.19960682591213808,86.0
M1M,43.716316,-79.2394761,Scarborough,"Cliffside, Cliffcrest, Scarborough Village West",23258.0,46240.0,44.1,2735.0,0.27948186960570387,0.09974358974358974,0.14895330112721417,0.3537414965986393,0.1175939461690601,0.1045834165120863,0.19730073471744664,87.0
M2L,43.7574902,-79.3747141,North York,"York Mills, Silver Hills",11274.0,81300.0,45.3,1245.0,0.11292407332768134,0.023333333333333334,0.5018115942028986,0.27210884353741505,0.11043108036189463,0.07557104278626431,0.19714977743751855,88.0
M6L,43.7137562,-79.4900738,North York,"North Park, Maple Leaf Park, Upwood Park",20156.0,40800.0,44.6,2645.0,0.23636919570263096,0.09512820512820513,0.09420289855072464,0.3197278911564624,0.1312264338162334,0.15980025807803996,0.1810456897232126,89.0
M2P,43.7527583,-79.4000493,North York,York Mills West,7546.0,77000.0,45.2,790.0,0.06111103389806952,0.0,0.4585346215780998,0.27891156462585,0.10469122714020673,0.05232241977948049,0.1701759279763,90.0
M3B,43.7459058,-79.352188,North York,Don Mills North,12880.0,83100.0,47.1,1215.0,0.1352448193909744,0.021794871794871794,0.519927536231884,0.14965986394557795,0.09433229813664597,0.010364755383490411,0.1673983693493597,91.0
M9P,43.696319,-79.5322424,Etobicoke,Westmount,20645.0,50320.0,46.5,2505.0,0.24316548762352155,0.08794871794871795,0.19001610305958133,0.19047619047619035,0.12133688544441754,0.11974376657491953,0.16627005313658616,92.0
M9L,43.7563033,-79.5659633,North York,Humber Summit,11737.0,34720.0,43.6,1570.0,0.11935900821392337,0.04,0.033011272141706925,0.3877551020408162,0.13376501661412626,0.17008249913199547,0.1500415763056884,93.0
M2H,43.8037622,-79.3634517,North York,Hillcrest Village,23396.0,45600.0,47.9,2800.0,0.2813998415588387,0.10307692307692308,0.14251207729468598,0.09523809523809512,0.1196785775346213,0.1130269788915085,0.14705078321201026,94.0
M4A,43.7258823,-79.3155716,North York,Victoria Village,14589.0,43200.0,45.9,1865.0,0.15899709524537534,0.05512820512820513,0.11835748792270531,0.23129251700680264,0.12783604085269723,0.14606785677616035,0.14196863241584978,95.0
M8X,43.6536536,-79.5069436,Etobicoke,"The Kingsway, Montgomery Road, Old Mill North",10624.0,85200.0,49.3,975.0,0.10389014746146683,0.009487179487179488,0.5410628019323671,0.0,0.09177334337349398,0.0,0.13088802577620268,96.0
